Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb10g007790,GRMZM2G152411,
Sb10g022260,GRMZM2G165418,
Sb04g026990,AC198169.4_FG004,
Sb07g002590,GRMZM2G301803,
Sb01g002820,GRMZM2G425778,
Sb01g018970,,GRMZM2G174145
Sb09g022850,GRMZM2G140587,
Sb10g031150,GRMZM2G313341,
Sb02g007850,GRMZM2G091031,
Sb01g003080,,GRMZM2G144024
Sb05g020310,,GRMZM2G166674
Sb09g021390,GRMZM2G011169,
Sb10g000360,GRMZM2G154093,
Sb06g024330,GRMZM2G086648,
Sb06g013820,GRMZM2G412440,
Sb03g031990,AC233882.1_FG003,
Sb09g003000,GRMZM2G109142,
Sb03g041850,,GRMZM2G020158
Sb06g018450,GRMZM2G024119,
Sb07g003230,,GRMZM2G039934
Sb04g003270,GRMZM2G322493,
Sb03g028990,,GRMZM2G070837
Sb01g006950,GRMZM2G039978,
Sb08g023220,GRMZM2G169451,
Sb09g019490,,GRMZM2G074377
Sb05g002410,GRMZM2G357595,
Sb01g007740,GRMZM2G128016,
Sb02g039510,,GRMZM2G169087
Sb01g012195,GRMZM2G106552,
Sb09g006630,,GRMZM2G080851
Sb01g043640,GRMZM2G457178,
Sb08g018200,,GRMZM2G439884
Sb01g043390,GRMZM2G464510,
Sb08g016910,,GRMZM2G021378
Sb07g022430,GRMZM2G021074,
Sb07g028100,GRMZM2G059012,
Sb02g001970,GRMZM2G438652,
Sb07g028930,,GRMZM2G002286
Sb05g006030,GRMZM2G014409,
Sb01g003880,,GRMZM2G332976
Sb07g023740,,GRMZM2G031954
Sb10g005420,GRMZM2G149132,
Sb02g006980,,GRMZM2G047316
Sb03g025460,,GRMZM2G003734
Sb08g002836,GRMZM2G003750,
Sb03g002160,GRMZM2G005788,
Sb07g023210,GRMZM2G349749,
Sb08g010420,GRMZM2G063394,
Sb01g013900,GRMZM2G366584,
Sb06g005000,,GRMZM2G009189
Sb02g035150,GRMZM2G056369,
Sb10g024510,GRMZM2G108570,
Sb09g000670,,GRMZM2G060045
Sb06g033110,,GRMZM2G440259
Sb02g027400,,GRMZM2G137477
Sb01g018390,GRMZM2G095492,
Sb03g026040,GRMZM2G036720,
Sb04g021500,GRMZM2G059671,
Sb09g010840,GRMZM5G855860,
Sb02g004390,GRMZM2G425728,
Sb03g030860,,GRMZM2G179146
Sb09g006450,GRMZM2G441565,
Sb03g047330,,GRMZM2G067702
Sb04g030770,GRMZM2G034876,
Sb01g041380,,GRMZM2G051138
Sb10g020980,GRMZM2G040236,
Sb02g029820,,GRMZM2G022921
Sb09g017890,GRMZM2G340444,
Sb03g001300,,GRMZM2G127650
Sb02g029530,,GRMZM2G178182
Sb04g025550,GRMZM2G007466,
Sb04g033340,GRMZM2G135291,
Sb05g021040,GRMZM2G048584,
Sb10g030200,GRMZM2G399136,
Sb04g021640,GRMZM2G074099,
Sb02g032640,GRMZM2G168858,
Sb01g036220,,GRMZM2G027437
Sb06g015180,GRMZM2G157269,
Sb04g033080,GRMZM5G840002,
Sb07g000765,,GRMZM5G863229
Sb06g021650,,GRMZM2G109496
Sb01g023180,,GRMZM2G110968
Sb01g000210,GRMZM2G007675,
Sb03g046880,GRMZM2G309512,
Sb09g030550,GRMZM2G099529,
Sb06g026660,GRMZM2G163067,
Sb01g045830,GRMZM2G162764,
Sb08g001620,GRMZM2G099074,
Sb06g022960,GRMZM2G035688,
Sb04g025885,GRMZM2G149189,
Sb06g022740,GRMZM2G441347,
Sb07g025310,,GRMZM2G038479
Sb02g007820,GRMZM5G898371,
Sb02g032510,,GRMZM2G103840
Sb06g000800,GRMZM2G076394,
Sb06g014960,,GRMZM2G021725
Sb07g005800,GRMZM2G079965,
Sb03g044730,GRMZM2G161295,
Sb10g009000,,GRMZM2G085378
Sb10g001540,GRMZM5G882758,
Sb02g027890,GRMZM2G079499,
Sb01g037360,GRMZM2G013853,
Sb05g000310,,GRMZM2G146283
Sb07g006540,,GRMZM2G026459
Sb04g006713,GRMZM2G048952,
Sb05g003900,GRMZM2G046816,
Sb04g006710,GRMZM2G107737,
Sb04g030190,,GRMZM2G157836
Sb01g041890,GRMZM2G133573,
Sb09g001985,,GRMZM2G092804
Sb03g027310,,GRMZM2G005298
Sb02g009540,,GRMZM2G017382
Sb01g004440,GRMZM2G349062,
Sb06g013970,GRMZM2G358051,
Sb08g019330,GRMZM2G331902,
Sb10g014230,GRMZM2G132847,
Sb08g019840,,GRMZM2G026203
Sb01g020950,GRMZM5G896540,
Sb10g023980,,GRMZM2G112337
Sb03g010400,,GRMZM2G128080
Sb03g001920,,GRMZM2G167718
Sb02g011270,GRMZM5G893913,
Sb09g005450,GRMZM2G092244,
Sb01g048620,GRMZM2G341918,
Sb09g000400,,GRMZM2G098203
Sb06g024770,,GRMZM2G091534
Sb04g024680,,GRMZM2G165231
Sb01g004460,GRMZM2G047223,
Sb05g019070,GRMZM2G047791,
Sb02g004220,,GRMZM2G176375
Sb06g001800,GRMZM2G451037,
Sb02g033110,GRMZM2G098764,
Sb02g039030,GRMZM2G157598,
Sb01g041090,GRMZM2G035461,
Sb02g029850,GRMZM2G040634,
Sb01g009470,GRMZM2G073754,
Sb02g009320,AC233926.1_FG002,
Sb06g023560,GRMZM2G354909,
Sb04g004413,,GRMZM2G087226
Sb03g035990,,GRMZM2G111428
Sb04g003290,GRMZM2G167741,
Sb04g008740,,GRMZM2G029058
Sb03g033220,,GRMZM2G151245
Sb04g008960,GRMZM2G324111,
Sb02g038030,,GRMZM2G177110
Sb04g038080,,GRMZM2G307088
Sb04g022730,,GRMZM2G147288
Sb04g028230,GRMZM2G116185,
Sb01g033283,GRMZM2G340286,
Sb01g033280,GRMZM2G340279,
Sb02g031670,,GRMZM2G158629
Sb01g021760,GRMZM2G040387,
Sb03g039330,GRMZM2G429982,
Sb08g020133,,GRMZM2G095331
Sb04g027530,GRMZM2G159542,
Sb07g021840,GRMZM2G108003,
Sb06g025210,GRMZM2G088601,
Sb04g006360,GRMZM2G326545,
Sb06g034230,,GRMZM5G856180
Sb10g002950,,GRMZM2G080542
Sb09g018040,,GRMZM2G083068
Sb01g028320,GRMZM2G024823,
Sb05g007290,,GRMZM2G062019
Sb02g036920,,GRMZM2G087479
Sb04g023770,,AC214635.3_FG006
Sb01g049390,GRMZM2G030567,
Sb01g036010,,GRMZM2G012970
Sb01g033060,,GRMZM2G152908
Sb04g023480,GRMZM2G070804,
Sb09g024710,,GRMZM2G366873
Sb07g003950,,AC203909.3_FG010
Sb08g021080,,GRMZM2G114850
Sb09g021940,,GRMZM2G160556
Sb09g002630,,GRMZM2G023999
Sb09g024840,GRMZM2G090338,
Sb01g019960,GRMZM2G062260,
Sb01g039630,GRMZM2G087459,
Sb01g032620,GRMZM2G179521,
Sb01g017960,GRMZM2G131817,
Sb01g042880,,AC197717.3_FG002
Sb10g002840,,GRMZM2G163798
Sb08g020860,GRMZM2G029262,
Sb03g006250,GRMZM2G384128,
Sb09g016520,GRMZM2G093325,
Sb02g025790,,GRMZM2G130440
Sb04g003135,GRMZM2G010779,
Sb01g002100,,GRMZM2G426735
Sb01g005330,GRMZM2G073429,
Sb10g028980,,GRMZM2G378762
Sb02g000680,GRMZM2G420758,
Sb07g028480,,GRMZM2G034024
Sb02g035450,,GRMZM2G140231
Sb02g035980,GRMZM2G103972,
Sb03g034570,GRMZM2G045366,
Sb01g013610,GRMZM2G131012,
Sb10g029050,,GRMZM2G466908
Sb09g005400,GRMZM2G044358,
Sb01g002290,GRMZM2G114673,
Sb02g037960,GRMZM2G057176,
Sb10g007650,GRMZM2G058560,
Sb03g025490,,GRMZM2G010836
Sb08g005650,,AC216010.3_FG001
Sb04g026760,,AC207756.3_FG001
Sb02g028460,GRMZM2G103783,
Sb04g026765,,GRMZM2G038820
Sb03g031440,GRMZM2G083629,
Sb03g024030,GRMZM2G035785,
Sb05g006060,,GRMZM2G129268
Sb08g021620,GRMZM2G083284,
Sb06g000860,,GRMZM2G025939
Sb02g035180,GRMZM2G080174,
Sb09g027390,GRMZM2G041472,
Sb10g026050,GRMZM2G338376,
Sb10g030850,,GRMZM2G096051
Sb10g030580,GRMZM5G801190,
Sb01g040490,GRMZM2G150827,
Sb03g042190,GRMZM2G080825,
Sb08g004330,GRMZM2G118286,
Sb03g039190,,AC205250.3_FG006
Sb03g035280,,GRMZM2G035421
Sb06g032760,,GRMZM2G343144
Sb04g037340,,GRMZM2G120964
Sb02g020450,GRMZM2G001114,
Sb09g019550,GRMZM2G153103,
Sb03g028030,GRMZM2G114444,
Sb01g007530,GRMZM2G146015,
Sb03g033290,GRMZM2G025860,
Sb04g025450,GRMZM2G028096,
Sb03g008310,GRMZM2G180620,
Sb01g012050,GRMZM2G027663,
Sb02g028200,GRMZM2G176430,
Sb10g024000,,GRMZM2G366254
Sb03g047100,GRMZM2G061127,
Sb01g028980,,GRMZM2G119079
Sb09g020700,GRMZM2G070075,
Sb07g025360,GRMZM2G322748,
Sb07g005650,GRMZM2G007248,
Sb09g029820,GRMZM2G158998,
Sb03g032600,GRMZM2G088783,
Sb06g021460,GRMZM2G323679,
Sb03g009590,,GRMZM2G024655
Sb06g027100,,GRMZM2G119383
Sb06g020330,GRMZM2G100263,
Sb07g000510,GRMZM2G052825,
Sb01g038270,,GRMZM2G700014
Sb09g025390,GRMZM2G480074,
Sb02g001890,GRMZM2G145633,
Sb03g029680,,GRMZM2G321290
Sb01g006880,GRMZM2G038301,
Sb03g040590,GRMZM2G430936,
Sb03g004360,GRMZM2G054410,
Sb02g011910,,GRMZM2G014154
Sb04g001730,,GRMZM2G090156
Sb09g030630,GRMZM2G172274,
Sb02g006200,GRMZM2G168149,
Sb10g023160,GRMZM2G159641,
Sb01g006680,GRMZM2G072744,
Sb02g036210,GRMZM2G096412,
Sb03g025250,GRMZM2G030596,
Sb06g000730,,GRMZM2G048697
Sb01g006170,,GRMZM2G336783
Sb07g023910,GRMZM2G129513,
Sb10g005650,GRMZM2G067654,
Sb02g007070,,GRMZM2G464013
Sb06g033080,,GRMZM2G142802
Sb08g018410,,GRMZM2G454039
Sb01g008240,GRMZM2G171248,
Sb04g009230,,GRMZM2G060896
Sb06g004030,GRMZM2G013357,
Sb06g020150,,GRMZM2G025366
Sb05g000810,GRMZM2G089936,
Sb02g001095,AC205122.4_FG003,
Sb10g010430,GRMZM2G071613,
Sb10g029120,GRMZM2G053066,
Sb10g001640,,GRMZM2G178756
Sb02g007680,,GRMZM2G357112
Sb10g020840,,GRMZM2G071638
Sb04g030340,,GRMZM2G342515
Sb09g027890,GRMZM2G481261,
Sb04g030690,GRMZM2G108087,
Sb01g000680,,GRMZM2G019695
Sb03g032520,GRMZM2G111666,
Sb02g036370,GRMZM2G019974,
Sb02g026120,GRMZM2G096092,
Sb01g011500,GRMZM2G050085,
Sb03g025780,GRMZM2G306357,
Sb02g029060,GRMZM2G115757,
Sb01g022110,GRMZM2G064605,
Sb04g032270,,GRMZM2G073738
Sb03g031870,GRMZM2G349243,
Sb07g003320,GRMZM2G325907,
Sb04g032390,GRMZM2G362848,
Sb01g023530,,GRMZM2G064390
Sb04g030520,GRMZM2G050734,
Sb07g003270,GRMZM2G358161,
Sb03g043910,GRMZM2G359505,
Sb06g023350,,GRMZM2G399048
Sb01g009260,GRMZM2G058884,
Sb01g034930,,GRMZM2G167336
Sb03g045770,GRMZM2G106945,
Sb05g025570,GRMZM2G140527,
Sb03g027780,GRMZM2G001219,
Sb09g022620,,GRMZM2G336908
Sb02g034316,GRMZM2G105750,
Sb09g024270,GRMZM2G041697,
Sb03g037120,GRMZM2G178704,
Sb03g041640,,GRMZM2G092759
Sb04g034990,GRMZM2G039864,
Sb07g011060,,GRMZM2G075851
Sb02g010650,GRMZM2G146463,
Sb01g034710,GRMZM2G140915,
Sb03g040540,GRMZM2G060276,
Sb07g008540,GRMZM2G365319,
Sb04g011250,GRMZM2G078129,
Sb03g004410,,GRMZM2G062069
Sb08g022210,GRMZM2G149751,
Sb08g022740,GRMZM2G080603,
Sb04g029620,GRMZM2G176270,
Sb02g030640,,GRMZM2G034471
Sb08g021470,,GRMZM2G063688
Sb01g009040,GRMZM2G090043,
Sb06g023680,GRMZM2G505380,
Sb03g000310,GRMZM5G816891,
Sb01g014950,GRMZM2G165005,
Sb07g001390,,GRMZM2G123257
Sb01g031790,GRMZM2G044902,
Sb02g000850,GRMZM2G022120,
Sb02g029490,GRMZM5G822842,
Sb08g016450,,GRMZM2G175761
Sb03g008330,,GRMZM2G132811
Sb01g036710,GRMZM2G009253,
Sb07g003720,GRMZM2G085845,
Sb06g031980,GRMZM2G071333,
Sb08g002660,,GRMZM2G107839
Sb01g040620,GRMZM2G060148,
Sb01g034575,,GRMZM2G108265
Sb06g022880,GRMZM2G006964,
Sb03g003190,GRMZM2G104081,
Sb02g037350,GRMZM2G374971,
Sb08g017850,GRMZM2G017008,
Sb02g032180,,AC233910.1_FG010
Sb06g004290,,GRMZM2G359298
Sb01g028340,,GRMZM2G161760
Sb07g019180,GRMZM2G321010,
Sb07g027850,GRMZM5G839014,
Sb07g027580,GRMZM2G055992,
Sb01g049250,GRMZM2G181153,
Sb02g010660,GRMZM2G146331,
Sb05g006880,GRMZM2G358153,
Sb01g037910,GRMZM2G321753,
Sb04g034330,GRMZM2G149452,
Sb05g010020,GRMZM5G840928,
Sb07g003890,GRMZM2G309933,
Sb06g020256,,GRMZM2G481373
Sb04g034440,GRMZM5G894568,
Sb10g030070,GRMZM2G457125,
Sb04g037970,GRMZM2G013890,
Sb06g031670,GRMZM2G009653,
Sb06g019080,GRMZM2G414537,
Sb06g022080,AC208663.3_FG002,
Sb02g037130,GRMZM2G092669,
Sb07g014930,,GRMZM2G080387
Sb02g038800,,GRMZM2G180950
Sb01g010360,GRMZM5G800853,
Sb01g038140,GRMZM2G066274,
Sb03g033730,,GRMZM2G017193
Sb07g026450,GRMZM5G894518,
Sb01g017340,GRMZM2G114570,
Sb04g029330,,GRMZM2G148534
Sb07g004973,,GRMZM2G081577
Sb05g026090,GRMZM2G062129,
Sb10g028510,GRMZM2G096211,
Sb02g031190,,GRMZM2G050305
Sb10g028040,,GRMZM2G150209
Sb04g033870,,GRMZM2G075117
Sb01g006220,GRMZM2G152921,
Sb01g041930,,GRMZM2G177914
Sb02g032520,GRMZM2G041394,
Sb04g023070,,GRMZM2G044773
Sb02g002860,GRMZM2G060866,
Sb01g029110,GRMZM2G123585,
Sb07g020580,,GRMZM2G064613
Sb07g015900,,GRMZM2G116675
Sb03g042340,GRMZM2G328795,
Sb10g003000,GRMZM2G173693,
Sb04g021360,GRMZM2G020840,
Sb01g032010,,GRMZM5G897980
Sb02g007670,GRMZM2G303829,
Sb03g041930,GRMZM2G376085,
Sb01g004855,,GRMZM2G701297
Sb09g025630,GRMZM2G425729,
Sb03g044960,GRMZM2G019686,
Sb01g037000,GRMZM2G174896,
Sb03g031740,,GRMZM2G092018
Sb06g025680,,GRMZM2G010290
Sb01g002210,GRMZM2G053916,
Sb01g008210,GRMZM2G025857,
Sb01g036060,GRMZM2G413154,
Sb08g001540,,GRMZM2G006130
Sb09g020570,GRMZM5G881803,
Sb09g027700,GRMZM2G037998,
Sb10g030460,GRMZM2G152111,
Sb01g004760,GRMZM2G049790,
Sb03g001260,GRMZM2G013045,
Sb01g045610,GRMZM2G303361,
Sb03g039290,,GRMZM2G112865
Sb01g021390,GRMZM2G027688,
Sb05g006960,,GRMZM2G025783
Sb01g050510,,GRMZM2G168281
Sb01g000810,GRMZM2G123527,
Sb02g030350,GRMZM2G018138,
Sb01g001310,,GRMZM2G112003
Sb05g005270,GRMZM2G089317,
Sb03g031270,GRMZM2G152127,
Sb05g022370,,GRMZM2G106655
Sb04g035310,AC211357.4_FG002,
Sb03g013540,,GRMZM2G145595
Sb09g018180,GRMZM2G055699,
Sb07g021980,GRMZM2G073814,
Sb02g035755,GRMZM2G472382,
Sb09g018670,GRMZM2G439950,
Sb04g004600,GRMZM2G017802,
Sb04g005600,GRMZM2G037308,
Sb06g016860,GRMZM2G131177,
Sb02g034110,GRMZM2G095261,
Sb06g021510,GRMZM2G154344,
Sb01g013130,GRMZM5G849971,
Sb08g004840,GRMZM2G103546,
Sb09g017180,GRMZM2G140170,
Sb03g034380,GRMZM2G409430,
Sb01g003840,GRMZM5G831951,
Sb02g006070,GRMZM2G088469,
Sb03g034385,GRMZM2G154165,
Sb09g002370,GRMZM2G016637,
Sb06g032370,GRMZM2G104538,
Sb01g003640,GRMZM2G072584,
Sb02g038110,,GRMZM2G077845
Sb03g037720,GRMZM2G092474,
Sb01g042060,GRMZM2G012126,
Sb02g013070,,GRMZM2G086418
Sb01g047870,GRMZM2G176523,
Sb07g000420,,GRMZM2G163726
Sb08g021380,,GRMZM2G092391
Sb06g025020,,GRMZM5G822829
Sb09g018980,GRMZM2G132442,
Sb05g000570,GRMZM2G090728,
Sb10g006640,GRMZM5G882986,
Sb01g035540,,GRMZM2G428933
Sb03g046190,,GRMZM2G077776
Sb01g019540,,GRMZM2G008972
Sb02g041020,GRMZM2G037478,
Sb09g022360,,GRMZM2G087206
Sb02g028070,GRMZM5G802566,
Sb09g028700,GRMZM2G102779,
Sb02g026330,GRMZM2G421463,
Sb10g026260,GRMZM2G027835,
Sb03g000830,GRMZM2G083474,
Sb02g040880,,GRMZM2G035356
Sb04g027590,GRMZM2G061950,
Sb05g003490,,GRMZM2G069028
Sb09g021620,,GRMZM2G322953
Sb06g032510,,GRMZM2G172930
Sb04g007400,GRMZM2G341171,
Sb10g004270,GRMZM2G149130,
Sb01g036270,GRMZM2G399320,
Sb08g020470,GRMZM2G155314,
Sb05g014880,GRMZM2G078143,
Sb03g006060,GRMZM2G451327,
Sb04g024860,GRMZM2G139614,
Sb03g043120,GRMZM2G058450,
Sb08g000475,,GRMZM2G048377
Sb01g035760,,GRMZM2G043724
Sb05g025810,GRMZM2G398529,
Sb10g004460,GRMZM2G075488,
Sb02g000660,,GRMZM5G873015
Sb06g010860,,GRMZM2G099696
Sb07g022630,GRMZM2G318475,
Sb05g019590,,GRMZM2G181456
Sb09g029610,GRMZM2G027955,
Sb09g023855,GRMZM2G157267,
Sb05g025240,GRMZM5G845021,
Sb06g024310,,GRMZM2G017789
Sb06g021140,GRMZM2G052142,
Sb06g024640,,GRMZM2G401975
Sb09g026690,GRMZM2G310739,
Sb01g031130,GRMZM2G087878,
Sb10g008320,,AC202439.3_FG006
Sb06g014210,GRMZM2G111697,
Sb02g002750,,GRMZM2G016236
Sb06g028150,GRMZM2G098187,
Sb09g027170,GRMZM2G079661,
Sb01g008490,,GRMZM2G077295
Sb03g038650,,GRMZM2G011233
Sb02g028690,GRMZM2G004990,
Sb05g002430,,GRMZM2G424491
Sb01g043620,GRMZM2G006977,
Sb07g022180,GRMZM2G050851,
Sb10g013950,,GRMZM2G341027
Sb02g001950,GRMZM2G044194,
Sb03g040690,,GRMZM2G169405
Sb10g004790,GRMZM2G304378,
Sb07g025400,,GRMZM2G077253
Sb10g003160,GRMZM2G073982,
Sb10g004793,GRMZM2G007801,
Sb05g007100,GRMZM2G393002,
Sb06g015110,GRMZM2G422938,
Sb06g026550,GRMZM2G314386,
Sb08g004180,,GRMZM2G036019
Sb03g002100,GRMZM2G146089,
Sb10g027130,GRMZM2G069198,
Sb08g002850,GRMZM2G003762,
Sb06g000500,,GRMZM2G176737
Sb07g020090,GRMZM2G061487,
Sb02g012580,,AC210204.3_FG002
Sb04g037400,GRMZM2G003028,
Sb04g000470,,GRMZM2G093173
Sb01g034380,GRMZM2G326248,
Sb06g033130,GRMZM2G147854,
Sb04g037150,,GRMZM2G458751
Sb09g000610,,GRMZM2G470513
Sb04g033920,GRMZM2G018586,
Sb02g027420,GRMZM5G851929,
Sb03g002220,,GRMZM2G069687
Sb04g021560,GRMZM2G126922,
Sb09g006470,GRMZM2G098747,
Sb10g028480,GRMZM2G133434,
Sb02g024230,GRMZM2G153527,
Sb05g016820,AC204611.4_FG001,
Sb09g030790,AC233870.1_FG006,
Sb01g014070,GRMZM2G423538,
Sb02g000250,GRMZM5G881908,
Sb06g031860,GRMZM2G047018,
Sb04g031800,GRMZM2G071325,
Sb02g022170,GRMZM2G047592,
Sb04g025530,GRMZM2G106653,
Sb10g030260,GRMZM2G300135,
Sb03g033120,,GRMZM2G069203
Sb01g026760,GRMZM2G433253,
Sb01g044070,GRMZM2G139852,
Sb02g032660,,GRMZM2G153586
Sb06g027660,GRMZM2G091191,
Sb07g007450,,GRMZM2G104651
Sb06g020815,,GRMZM2G164567
Sb04g021620,GRMZM2G038497,
Sb01g032830,GRMZM2G139878,
Sb02g027520,GRMZM2G080349,
Sb04g029430,,GRMZM2G077258
Sb05g025120,GRMZM2G123996,
Sb08g003450,,GRMZM2G435761
Sb04g033320,GRMZM2G156599,
Sb06g026640,GRMZM2G014009,
Sb04g030270,,GRMZM2G156301
Sb01g000230,GRMZM2G077183,
Sb08g015480,GRMZM2G068382,
Sb07g028060,AC187262.4_FG007,
Sb09g007870,,GRMZM2G327741
Sb05g001730,GRMZM2G162434,
Sb06g024620,GRMZM2G101181,
Sb09g030570,GRMZM2G113355,
Sb01g044390,GRMZM2G028247,
Sb08g002300,GRMZM2G058481,
Sb01g034960,,GRMZM2G033592
Sb01g045370,,GRMZM2G004023
Sb06g022760,,GRMZM5G844316
Sb01g003090,GRMZM2G068443,
Sb07g005820,GRMZM2G151567,
Sb03g009210,,GRMZM2G156673
Sb06g014900,GRMZM2G032225,
Sb03g004620,,GRMZM2G143258
Sb04g021190,GRMZM2G005233,
Sb05g017510,GRMZM2G106798,
Sb05g001590,,GRMZM2G018436
Sb03g044750,GRMZM2G026758,
Sb02g039290,GRMZM2G108767,
Sb03g011170,GRMZM5G840699,
Sb01g041870,,GRMZM2G097898
Sb07g024915,,GRMZM2G163801
Sb09g018470,GRMZM5G835629,
Sb04g030830,AC233960.1_FG003,
Sb07g024910,GRMZM2G303157,
Sb01g041700,,GRMZM2G098875
Sb02g029140,GRMZM2G408242,
Sb04g004380,,GRMZM2G401869
Sb10g021310,GRMZM2G466519,
Sb01g020960,GRMZM5G820163,
Sb02g035070,GRMZM2G056627,
Sb02g029800,GRMZM2G467356,
Sb08g019860,,GRMZM2G028665
Sb10g012150,GRMZM2G420988,
Sb07g002980,GRMZM2G304010,
Sb02g040700,GRMZM2G026991,
Sb01g015670,,GRMZM2G301405
Sb02g004200,GRMZM2G046750,
Sb04g024660,GRMZM2G092447,
Sb08g007220,GRMZM2G171518,
Sb02g030100,,GRMZM2G170276
Sb01g001120,,GRMZM2G013200
Sb05g019010,GRMZM2G406712,
Sb08g003020,GRMZM2G050709,
Sb03g032650,GRMZM2G035994,
Sb01g050550,GRMZM2G026639,
Sb01g009450,GRMZM2G054361,
Sb03g046200,GRMZM2G479112,
Sb02g033130,GRMZM2G139210,
Sb04g002190,,GRMZM2G027640
Sb04g008230,GRMZM2G005301,
Sb06g023540,,GRMZM2G168976
Sb03g000420,GRMZM2G087714,
Sb01g027390,GRMZM2G343916,
Sb01g044130,GRMZM2G119150,
Sb02g033360,,GRMZM2G097170
Sb04g022710,GRMZM2G149865,
Sb08g020110,,GRMZM2G477885
Sb01g021700,GRMZM2G017237,
Sb08g001550,,GRMZM2G386802
Sb04g032860,GRMZM2G119490,
Sb09g023140,,AC204277.3_FG006
Sb09g018060,,GRMZM2G306851
Sb09g026390,GRMZM2G101282,
Sb04g024000,GRMZM2G001223,
Sb03g032380,GRMZM2G425629,
Sb03g005570,,GRMZM2G000489
Sb07g002620,GRMZM5G894486,
Sb06g003350,,AC204711.3_FG002
Sb01g036030,GRMZM2G044074,
Sb07g028720,GRMZM2G179351,
Sb01g032850,GRMZM2G071688,
Sb09g002960,GRMZM2G123029,
Sb09g024520,,GRMZM2G410318
Sb02g043230,GRMZM2G469380,
Sb06g019410,,GRMZM2G064320
Sb05g022745,GRMZM2G086590,
Sb03g006270,GRMZM2G384090,
Sb07g000950,GRMZM5G871143,
Sb01g019940,,GRMZM2G412304
Sb01g048790,,GRMZM2G051219
Sb02g024480,,GRMZM2G475536
Sb07g026200,GRMZM2G159397,
Sb01g017120,,GRMZM2G414159
Sb01g049110,GRMZM2G040762,
Sb01g035950,GRMZM2G010823,
Sb03g008620,GRMZM2G079807,
Sb02g028510,GRMZM2G043254,
Sb01g002470,GRMZM2G458533,
Sb03g030390,,GRMZM2G002297
Sb02g035470,GRMZM2G413635,
Sb07g020110,,GRMZM2G066599
Sb02g022080,GRMZM2G344911,
Sb04g026340,GRMZM2G362883,
Sb04g007120,GRMZM2G147894,
Sb09g007260,,GRMZM2G025175
Sb08g001770,GRMZM2G152016,
Sb03g010280,GRMZM2G089949,
Sb01g040890,GRMZM2G019567,
Sb10g002170,GRMZM2G404603,
Sb08g000820,,GRMZM2G166745
Sb10g007670,GRMZM2G090226,
Sb02g004970,GRMZM2G003306,
Sb04g005410,,GRMZM2G143457
Sb10g025475,GRMZM2G173358,
Sb03g038000,,GRMZM2G130831
Sb03g026880,,AC194341.4_FG004
Sb01g042490,GRMZM2G342685,
Sb02g028440,GRMZM2G038051,
Sb03g030020,GRMZM5G822563,
Sb03g045220,GRMZM2G145814,
Sb01g002780,GRMZM2G081114,
Sb10g026070,GRMZM2G098423,
Sb08g021600,AC207389.3_FG004,
Sb01g028160,GRMZM2G123140,
Sb04g028960,GRMZM2G044408,
Sb01g028165,GRMZM2G703697,
Sb09g020490,GRMZM2G147961,
Sb03g034730,GRMZM2G042099,
Sb10g030870,GRMZM2G028501,
Sb02g023430,GRMZM2G016660,
Sb01g032600,GRMZM2G351259,
Sb06g033830,,GRMZM2G039011
Sb02g020430,GRMZM2G106950,
Sb02g030370,GRMZM2G089241,
Sb05g017490,GRMZM2G066304,
Sb02g028220,GRMZM2G084014,
Sb01g030660,GRMZM2G162292,
Sb02g009600,GRMZM2G076417,
Sb09g006280,GRMZM2G116029,
Sb02g041270,,GRMZM2G008095
Sb04g031780,GRMZM2G022645,
Sb09g027110,GRMZM2G096475,
Sb03g010820,GRMZM2G057305,
Sb04g018500,GRMZM2G090068,
Sb06g021330,GRMZM2G112594,
Sb07g008100,,GRMZM2G448456
Sb01g003780,,GRMZM2G096165
Sb06g024120,,GRMZM2G126742
Sb07g000800,GRMZM2G015352,
Sb03g011410,,GRMZM2G304121
Sb02g024580,GRMZM2G159221,
Sb07g000570,GRMZM2G040033,
Sb04g028610,GRMZM2G181505,
Sb06g001220,GRMZM2G053631,
Sb10g009200,,GRMZM2G387890
Sb04g001240,,GRMZM2G119426
Sb02g006220,GRMZM2G074082,
Sb01g003670,GRMZM2G009598,
Sb06g025430,,GRMZM2G003057
Sb09g004930,,GRMZM5G809361
Sb10g023140,,GRMZM2G325650
Sb06g029490,,GRMZM2G023387
Sb03g037550,GRMZM2G020002,
Sb03g025270,GRMZM2G430729,
Sb04g022150,GRMZM2G451308,
Sb03g002370,,GRMZM2G382379
Sb04g010410,GRMZM2G019553,
Sb10g027300,,GRMZM5G898330
Sb01g042720,,GRMZM2G324478
Sb04g032780,GRMZM2G306566,
Sb02g010740,GRMZM2G173777,
Sb08g018430,GRMZM2G048883,
Sb01g009310,,GRMZM2G105755
Sb03g029760,GRMZM2G305439,
Sb08g003590,GRMZM2G148411,
Sb06g026920,,GRMZM2G086553
Sb01g012040,GRMZM2G163796,
Sb10g031050,GRMZM2G060583,
Sb02g033480,,GRMZM2G173186
Sb08g015360,,GRMZM2G084762
Sb04g036413,GRMZM2G092632,
Sb05g017950,,GRMZM2G311011
Sb02g036350,GRMZM5G832281,
Sb09g029260,GRMZM2G156620,
Sb04g036416,,GRMZM2G054210
Sb02g026100,GRMZM2G161619,
Sb10g006980,,GRMZM2G084264
Sb09g024130,GRMZM2G440882,
