chr	start	stop	name	pct_at	pct_gc	num_A	num_C	num_G	num_T	num_N	num_oth	seq_len
2	231047018	231053412	GRMZM2G453025	0.591179	0.408821	2047	1271	1343	1733	0	0	6394
2	231055348	231059231	GRMZM5G841015	0.400979	0.599021	710	800	1526	847	0	0	3883
2	231061634	231065449	GRMZM2G453008	0.580603	0.419397	1030	814	786	1185	0	0	3815
2	231075619	231077686	GRMZM2G152290	0.483309	0.516691	483	556	512	516	0	0	2067
2	231084511	231086197	GRMZM2G152258	0.421708	0.578292	356	458	517	355	0	0	1686
2	231083519	231084231	GRMZM2G152287	0.609551	0.390449	234	142	136	200	0	0	712
2	231089785	231091519	GRMZM2G452954	0.517878	0.482122	466	375	461	432	0	0	1734
2	231094449	231096232	AC191601	0.482894	0.517106	398	453	469	463	0	0	1783
2	231129605	231130471	GRMZM5G842820	0.361432	0.638568	175	196	357	138	0	0	866
2	231150138	231165720	GRMZM2G452669	0.523104	0.476896	4176	3568	3863	3975	0	0	15582
2	231189745	231195705	GRMZM2G158872	0.531544	0.468456	1595	1381	1411	1573	0	0	5960
2	231215041	231221648	GRMZM2G052457	0.583623	0.416377	2156	1364	1387	1700	0	0	6607
2	231250947	231251548	GRMZM2G513206	0.632280	0.367720	179	117	104	201	0	0	601
2	231279314	231287944	GRMZM2G052403	0.588413	0.400000	2832	1748	1704	2246	100	0	8630
2	231311210	231312094	GRMZM2G308463	0.398190	0.601810	195	278	254	157	0	0	884
2	231325535	231325756	GRMZM5G833998	0.570136	0.429864	60	38	57	66	0	0	221
2	231368258	231368588	GRMZM5G892308	0.333333	0.666667	55	96	124	55	0	0	330
2	231529308	231530669	GRMZM2G066840	0.452608	0.547392	305	360	385	311	0	0	1361
2	231536452	231539609	GRMZM2G066902	0.533101	0.466899	917	750	724	766	0	0	3157
2	231543357	231545401	GRMZM2G066950	0.410959	0.589041	323	603	601	517	0	0	2044
2	231554475	231559615	GRMZM2G082302	0.480934	0.519066	1231	1323	1345	1241	0	0	5140
2	231587067	231588659	AC190480	0.303392	0.696608	298	506	603	185	0	0	1592
2	231583750	231586998	GRMZM2G070444	0.466749	0.533251	798	863	869	718	0	0	3248
2	231598422	231605112	GRMZM2G372180	0.600448	0.399552	1899	1242	1431	2118	0	0	6690
2	231610739	231612551	GRMZM2G070371	0.372517	0.627483	308	577	560	367	0	0	1812
2	231664301	231666461	GRMZM2G070304	0.391204	0.608796	404	667	648	441	0	0	2160
2	231686970	231689457	GRMZM2G107501	0.383997	0.616003	490	780	752	465	0	0	2487
2	231692546	231695296	GRMZM2G003182	0.443636	0.556364	586	778	752	634	0	0	2750
2	231783917	231788291	GRMZM2G180172	0.569502	0.430498	1034	893	990	1457	0	0	4374
2	231821850	231823490	GRMZM2G156127	0.337805	0.662195	259	557	529	295	0	0	1640
2	231879064	231883596	AC148152	0.579214	0.420786	1423	1021	886	1202	0	0	4532
2	231907845	231911226	AC148152	0.525880	0.474120	933	780	823	845	0	0	3381
2	231952641	231954276	AC148152	0.426300	0.573700	360	463	475	337	0	0	1635
2	232001089	232007860	GRMZM2G703415	0.534928	0.465072	1704	1547	1602	1918	0	0	6771
2	232008369	232009643	GRMZM2G703417	0.589482	0.410518	321	246	277	430	0	0	1274
2	232028660	232030496	AC148152	0.462963	0.537037	425	469	517	425	0	0	1836
2	232040936	232042471	GRMZM2G034153	0.647557	0.352443	525	303	238	469	0	0	1535
2	232051046	232052734	AC210976	0.646919	0.353081	570	274	322	522	0	0	1688
2	232115545	232116470	GRMZM2G140665	0.464865	0.535135	177	268	227	253	0	0	925
2	232124194	232125715	AC210976	0.392505	0.607495	266	522	402	331	0	0	1521
2	232130785	232135750	GRMZM2G115630	0.652971	0.347029	1723	898	825	1519	0	0	4965
2	232196787	232197712	GRMZM2G120449	0.463784	0.536216	176	269	227	253	0	0	925
2	232204310	232206094	GRMZM2G418654	0.450112	0.549888	354	505	476	449	0	0	1784
2	232232274	232232741	AC217348	0.361884	0.638116	122	102	196	47	0	0	467
2	232239425	232239892	AC217348	0.361884	0.638116	122	102	196	47	0	0	467
2	232231786	232232836	GRMZM2G429184	0.414286	0.585714	295	218	397	140	0	0	1050
2	232238436	232239987	GRMZM2G429188	0.454545	0.545455	452	343	503	253	0	0	1551
2	232270717	232276019	GRMZM2G000092	0.634289	0.365711	1826	985	954	1537	0	0	5302
2	232360732	232362648	AC217293	0.455637	0.544363	433	507	536	440	0	0	1916
2	232381877	232388092	AC217293	0.595495	0.404505	1815	1271	1243	1886	0	0	6215
2	232655975	232657346	GRMZM2G053206	0.348651	0.651349	242	398	495	236	0	0	1371
2	232655254	232655538	GRMZM2G703423	0.531690	0.468310	102	41	92	49	0	0	284
2	232661811	232667621	GRMZM2G092284	0.609811	0.390189	2011	1142	1125	1532	0	0	5810
2	232669591	232674853	GRMZM2G092327	0.578487	0.421513	1307	1011	1207	1737	0	0	5262
2	232726523	232728443	GRMZM2G344183	0.559896	0.440104	501	381	464	574	0	0	1920
2	232763825	232769044	GRMZM2G035807	0.581337	0.418663	1295	996	1189	1739	0	0	5219
2	232771143	232779290	GRMZM2G036034	0.594575	0.405425	2774	1741	1562	2070	0	0	8147
2	232830374	232831272	GRMZM2G016259	0.391982	0.608018	166	268	278	186	0	0	898
2	232835563	232852188	GRMZM2G105652	0.543579	0.450406	5060	3738	3750	3977	100	0	16625
2	232935648	232936613	GRMZM2G402165	0.369948	0.630052	174	306	302	183	0	0	965
2	233009828	233014249	GRMZM2G149841	0.524768	0.475232	1046	986	1115	1274	0	0	4421
2	233015890	233019720	GRMZM2G149847	0.530809	0.469191	887	970	827	1146	0	0	3830
2	233027497	233032052	GRMZM2G149935	0.487377	0.512623	999	1233	1102	1221	0	0	4555
2	233037328	233038277	GRMZM2G310548	0.365648	0.634352	146	304	298	201	0	0	949
2	233034131	233036681	GRMZM5G843555	0.411373	0.588627	541	747	754	508	0	0	2550
2	233040852	233044941	GRMZM2G008919	0.548056	0.451944	1154	942	906	1087	0	0	4089
2	233056276	233063077	GRMZM2G008862	0.569034	0.430966	1831	1396	1535	2039	0	0	6801
2	233050784	233053964	GRMZM2G008898	0.540252	0.459748	790	718	744	928	0	0	3180
2	233063938	233075628	GRMZM2G008765	0.523952	0.476048	3079	2682	2883	3046	0	0	11690
2	233066582	233068321	GRMZM2G703437	0.405980	0.594020	319	525	508	387	0	0	1739
2	233129981	233138340	GRMZM2G144890	0.559277	0.440723	2146	1713	1971	2529	0	0	8359
2	233142180	233144013	GRMZM2G444560	0.346427	0.653573	349	626	572	286	0	0	1833
2	233155668	233160712	GRMZM2G144821	0.508327	0.491673	1452	1301	1179	1112	0	0	5044
2	233151283	233153511	GRMZM2G144843	0.395871	0.604129	473	611	735	409	0	0	2228
2	233170890	233173442	AC214602	0.541928	0.458072	681	613	556	702	0	0	2552
2	233189622	233193392	GRMZM2G444540	0.544032	0.455968	1014	782	937	1037	0	0	3770
2	233184125	233187915	GRMZM2G444543	0.643272	0.356728	1199	719	633	1239	0	0	3790
2	233194443	233198496	GRMZM2G444533	0.540094	0.459906	1233	910	954	956	0	0	4053
2	233222871	233223449	GRMZM2G412981	0.489619	0.510381	166	157	138	117	0	0	578
2	233249587	233252544	GRMZM2G147891	0.565438	0.434562	867	734	551	805	0	0	2957
2	233244972	233246455	GRMZM2G147908	0.296022	0.703978	204	501	543	235	0	0	1483
2	233263571	233268110	GRMZM2G147819	0.544834	0.455166	1297	1049	1017	1176	0	0	4539
2	233318753	233320931	GRMZM2G024808	0.330119	0.669881	328	720	739	391	0	0	2178
2	233311307	233314198	GRMZM2G025014	0.515738	0.484262	673	674	726	818	0	0	2891
2	233385076	233391999	GRMZM2G059033	0.539073	0.460927	2065	1636	1555	1667	0	0	6923
2	233507279	233509192	GRMZM2G395128	0.418714	0.581286	342	663	449	459	0	0	1913
2	233546103	233549013	GRMZM2G135013	0.446735	0.553265	625	764	846	675	0	0	2910
2	233552436	233554658	GRMZM2G135002	0.481098	0.518902	514	588	565	555	0	0	2222
2	233560676	233561086	AC196710	0.321951	0.678049	72	159	119	60	0	0	410
2	233563273	233565667	GRMZM2G437445	0.552214	0.447786	727	605	467	595	0	0	2394
2	233576824	233580075	GRMZM2G083000	0.507229	0.492771	805	801	801	844	0	0	3251
2	233582455	233583040	GRMZM2G082996	0.323077	0.676923	88	272	124	101	0	0	585
2	233618053	233619333	GRMZM2G082978	0.617188	0.382812	332	249	241	458	0	0	1280
2	233620271	233622232	GRMZM2G082964	0.488016	0.511984	464	511	493	493	0	0	1961
2	233634455	233638206	GRMZM2G082931	0.549720	0.450280	1194	983	706	868	0	0	3751
2	233643254	233646029	GRMZM2G082853	0.508468	0.491532	747	672	692	664	0	0	2775
2	233641331	233642927	GRMZM2G082886	0.478697	0.521303	335	411	421	429	0	0	1596
2	233657042	233662859	GRMZM2G082809	0.558020	0.441980	1802	1325	1246	1444	0	0	5817
2	233681068	233683185	GRMZM2G381766	0.511101	0.488899	522	558	477	560	0	0	2117
2	233774299	233797869	GRMZM2G414496	0.584387	0.415613	7381	4926	4870	6393	0	0	23570
2	233847349	233849314	GRMZM2G111172	0.559288	0.440712	462	441	425	637	0	0	1965
2	233846384	233846980	GRMZM2G412503	0.392617	0.607383	135	178	184	99	0	0	596
2	233918606	233919566	GRMZM2G156367	0.296875	0.703125	157	435	240	128	0	0	960
2	233926045	233927780	GRMZM2G156110	0.546974	0.453026	404	396	390	545	0	0	1735
2	233927861	233929752	GRMZM2G703442	0.614490	0.385510	618	363	366	544	0	0	1891
2	234026568	234028755	GRMZM2G080222	0.558299	0.441701	506	490	476	715	0	0	2187
2	234022800	234025120	GRMZM2G380341	0.600862	0.399138	728	507	419	666	0	0	2320
2	234069923	234072189	GRMZM2G018992	0.349956	0.650044	397	722	751	396	0	0	2266
2	234098535	234101049	GRMZM2G018607	0.431981	0.568019	511	742	686	575	0	0	2514
2	234094991	234097061	GRMZM2G322641	0.533816	0.466184	601	472	493	504	0	0	2070
2	234103377	234106001	GRMZM2G018197	0.493140	0.506860	698	659	671	596	0	0	2624
2	234138804	234145362	GRMZM2G117226	0.543458	0.456542	1644	1523	1471	1920	0	0	6558
2	234147144	234147687	GRMZM2G418450	0.534070	0.465930	134	118	135	156	0	0	543
2	234150043	234155548	GRMZM2G367206	0.588011	0.411989	1690	1141	1127	1547	0	0	5505
2	234220401	234221934	GRMZM2G355752	0.403783	0.596217	309	502	412	310	0	0	1533
2	234259842	234260285	AC209768	0.270880	0.729120	64	185	138	56	0	0	443
2	234267288	234269173	GRMZM2G176394	0.369761	0.630239	395	615	573	302	0	0	1885
2	234263833	234264465	GRMZM2G703444	0.223101	0.776899	65	257	234	76	0	0	632
2	234297238	234298324	GRMZM2G176375	0.394107	0.605893	231	343	315	197	0	0	1086
2	234302196	234303205	GRMZM2G176347	0.345887	0.654113	193	326	334	156	0	0	1009
2	234342801	234346896	GRMZM2G170934	0.444933	0.555067	815	1202	1071	1007	0	0	4095
2	234347843	234348795	GRMZM2G469477	0.328782	0.671219	168	266	373	145	0	0	952
2	234341111	234342309	GRMZM2G703445	0.564274	0.435726	332	270	252	344	0	0	1198
2	234351780	234357919	GRMZM2G469469	0.589835	0.410165	2073	1305	1213	1548	0	0	6139
2	234360121	234362917	GRMZM2G170896	0.432761	0.567239	546	754	832	664	0	0	2796
2	234403091	234409360	GRMZM2G037923	0.544904	0.455097	1885	1463	1390	1531	0	0	6269
2	234409794	234414267	GRMZM2G340130	0.556897	0.443103	1165	946	1036	1326	0	0	4473
2	234416551	234420709	GRMZM2G037614	0.537037	0.462963	1029	971	954	1204	0	0	4158
2	234414386	234415042	GRMZM5G878490	0.347561	0.652439	118	195	233	110	0	0	656
2	234421464	234422963	AC209768	0.320881	0.679119	238	481	537	243	0	0	1499
2	234425721	234427420	GRMZM2G021051	0.343143	0.656857	295	571	545	288	0	0	1699
2	234432120	234436076	GRMZM2G020898	0.415318	0.584682	753	1207	1106	890	0	0	3956
2	234468765	234471649	GRMZM2G022041	0.490638	0.509362	779	713	756	636	0	0	2884
2	234463793	234468498	GRMZM2G022206	0.581509	0.418491	1165	983	986	1571	0	0	4705
2	234472530	234473137	GRMZM2G322279	0.336079	0.663921	102	204	199	102	0	0	607
2	234575796	234580807	GRMZM2G028834	0.577729	0.422271	1252	1081	1035	1643	0	0	5011
2	234583500	234587873	GRMZM2G330772	0.579236	0.420764	1160	859	981	1373	0	0	4373
2	234581633	234582740	GRMZM5G822237	0.445348	0.554652	212	321	293	281	0	0	1107
2	234678506	234700315	GRMZM5G864266	0.530790	0.469210	5544	4620	5613	6032	0	0	21809
2	234702023	234710810	GRMZM5G871297	0.579379	0.420621	2717	1883	1813	2374	0	0	8787
2	234762397	234773048	GRMZM5G877941	0.557412	0.442588	2703	2471	2243	3234	0	0	10651
2	234774730	234776027	GRMZM2G012546	0.334618	0.665382	199	445	418	235	0	0	1297
2	234780859	234781899	GRMZM5G817777	0.251923	0.748077	114	394	384	148	0	0	1040
2	234782123	234783078	GRMZM5G860072	0.300524	0.699476	167	308	360	120	0	0	955
2	234861625	234862200	GRMZM2G354123	0.283478	0.716522	73	196	216	90	0	0	575
2	234875984	234882246	GRMZM2G012326	0.553817	0.446183	1635	1362	1432	1833	0	0	6262
2	234898159	234900735	GRMZM2G098637	0.436335	0.563665	512	727	725	612	0	0	2576
2	234893831	234897678	GRMZM2G399844	0.530023	0.469977	1037	916	892	1002	0	0	3847
2	234927958	234929945	GRMZM2G139467	0.329643	0.670357	317	680	652	338	0	0	1987
2	234934166	234936217	AC207888	0.334471	0.665529	409	618	747	277	0	0	2051
2	235069697	235079175	GRMZM2G362718	0.588837	0.411163	2733	1842	2055	2848	0	0	9478
2	235080215	235081204	GRMZM2G362693	0.313448	0.686552	179	366	313	131	0	0	989
2	235081469	235084855	GRMZM5G851654	0.552274	0.447726	1032	753	763	838	0	0	3386
2	235107432	235111618	GRMZM2G095969	0.564978	0.435021	1317	925	896	1048	0	0	4186
2	235103648	235106244	GRMZM2G096016	0.416795	0.583205	506	777	737	576	0	0	2596
2	235101439	235102974	GRMZM2G398758	0.527036	0.472964	420	357	369	389	0	0	1535
2	235203002	235207924	GRMZM2G423636	0.475620	0.524380	1181	1232	1349	1160	0	0	4922
2	235200189	235201748	GRMZM2G423640	0.342527	0.657473	266	489	536	268	0	0	1559
2	235244889	235246908	GRMZM2G408158	0.288757	0.711243	301	786	650	282	0	0	2019
2	235377523	235380881	GRMZM2G021921	0.556879	0.443121	975	789	699	895	0	0	3358
2	235377560	235378068	GRMZM2G324544	0.407480	0.592520	101	176	125	106	0	0	508
2	235381911	235389589	GRMZM2G324507	0.587523	0.412477	2406	1573	1594	2105	0	0	7678
2	235391939	235395162	GRMZM2G324471	0.529631	0.470369	967	810	706	740	0	0	3223
2	235395403	235397905	GRMZM5G805105	0.528377	0.471623	726	579	601	596	0	0	2502
2	235434671	235436519	GRMZM2G324466	0.341450	0.658550	289	581	636	342	0	0	1848
2	235465950	235472062	GRMZM2G020805	0.518325	0.481675	1672	1431	1513	1496	0	0	6112
2	235475049	235480087	GRMZM2G324423	0.472608	0.527392	1048	1626	1031	1333	0	0	5038
2	235737270	235739789	GRMZM2G438456	0.504962	0.495038	609	629	618	663	0	0	2519
2	235744428	235746082	GRMZM2G139256	0.622733	0.377267	454	283	341	576	0	0	1654
2	235827341	235833740	GRMZM2G052985	0.568839	0.415534	1874	1249	1410	1766	100	0	6399
2	235887838	235891570	GRMZM2G409771	0.394159	0.605841	695	1153	1108	776	0	0	3732
2	235968515	235971974	GRMZM2G096693	0.548714	0.451286	1060	722	839	838	0	0	3459
2	235964469	235967940	GRMZM2G096814	0.554019	0.445981	875	798	750	1048	0	0	3471
2	236154598	236156357	AC199068	0.391700	0.608300	255	569	501	434	0	0	1759
2	236157186	236159440	GRMZM5G856071	0.569654	0.430346	730	441	529	554	0	0	2254
2	236166508	236167842	GRMZM2G398124	0.556222	0.443778	327	295	297	415	0	0	1334
2	236173068	236174100	GRMZM2G097967	0.408915	0.591085	240	320	290	182	0	0	1032
2	236171158	236172807	GRMZM5G873015	0.568830	0.431170	383	312	399	555	0	0	1649
2	236197692	236199062	GRMZM5G850015	0.362774	0.637226	253	451	422	244	0	0	1370
2	236204009	236208700	GRMZM5G840582	0.514176	0.485824	1247	1176	1103	1165	0	0	4691
2	236266507	236268631	GRMZM2G082974	0.535311	0.464689	622	494	493	515	0	0	2124
2	236262544	236266747	GRMZM5G881605	0.598144	0.401856	1149	828	861	1365	0	0	4203
2	236270322	236272517	GRMZM2G083094	0.400911	0.599089	487	621	694	393	0	0	2195
2	236302853	236310464	GRMZM2G132468	0.592695	0.407305	2479	1545	1555	2032	0	0	7611
2	236311892	236329072	GRMZM2G132504	0.587369	0.412631	5536	3704	3385	4555	0	0	17180
2	236516965	236536262	GRMZM2G461569	0.549205	0.450795	4873	4214	4485	5725	0	0	19297
2	236620008	236626348	GRMZM2G048494	0.592114	0.407886	1744	1160	1426	2010	0	0	6340
2	236626371	236627642	GRMZM2G347995	0.476003	0.523997	294	324	342	311	0	0	1271
2	236640837	236641370	GRMZM2G347978	0.489681	0.510319	104	136	136	157	0	0	533
2	236669674	236679077	GRMZM2G148693	0.592896	0.407104	2597	1923	1905	2978	0	0	9403
2	236711215	236716684	GRMZM2G143602	0.552935	0.447065	1640	1293	1152	1384	0	0	5469
2	236733344	236733574	GRMZM5G867093	0.421739	0.578261	38	90	43	59	0	0	230
2	236743498	236745515	GRMZM2G048775	0.400099	0.599901	414	582	628	393	0	0	2017
2	236748238	236754797	GRMZM2G048912	0.571733	0.428266	1938	1443	1366	1812	0	0	6559
2	236746645	236749318	GRMZM2G350357	0.440703	0.559297	610	805	690	568	0	0	2673
2	236765590	236765859	AC210211	0.442379	0.557621	67	83	67	52	0	0	269
2	236827973	236828866	GRMZM2G048576	0.424412	0.575588	192	275	239	187	0	0	893
2	236829315	236832326	GRMZM5G891253	0.512786	0.487214	850	747	720	694	0	0	3011
2	236854868	236856412	GRMZM2G070503	0.533031	0.466969	414	341	380	409	0	0	1544
2	236868345	236870011	AC210211	0.472389	0.527611	381	391	488	406	0	0	1666
2	236870723	236876651	GRMZM2G070542	0.587888	0.412112	1902	1266	1177	1583	0	0	5928
2	237005509	237009935	GRMZM2G173721	0.581112	0.418888	1067	929	925	1505	0	0	4426
2	237012378	237014287	GRMZM2G173882	0.399686	0.600314	393	618	528	370	0	0	1909
2	237032507	237034112	GRMZM2G473021	0.641122	0.358878	502	276	300	527	0	0	1605
2	237069903	237075209	GRMZM2G079888	0.555597	0.444403	1625	1208	1150	1323	0	0	5306
2	237075876	237076860	GRMZM2G079962	0.524390	0.475610	272	219	249	244	0	0	984
2	237079943	237085248	GRMZM2G378515	0.571725	0.428275	1380	1091	1181	1653	0	0	5305
2	237108545	237113618	GRMZM2G103955	0.543268	0.456732	1287	1168	1149	1469	0	0	5073
2	237106051	237108044	GRMZM2G402239	0.369794	0.630206	369	610	646	368	0	0	1993
2	237114811	237116858	GRMZM2G104032	0.336590	0.663410	345	669	689	344	0	0	2047
2	237123938	237128004	GRMZM2G083572	0.493605	0.506395	1132	1145	914	875	0	0	4066
2	237122262	237122957	GRMZM2G379575	0.257554	0.742446	93	262	254	86	0	0	695
2	237177007	237182831	GRMZM2G177165	0.550652	0.449348	1743	1352	1265	1464	0	0	5824
2	237175488	237175997	GRMZM2G479717	0.210216	0.789784	61	192	210	46	0	0	509
2	237233396	237236710	GRMZM2G042343	0.541038	0.458962	829	735	786	964	0	0	3314
2	237250178	237253120	GRMZM2G146688	0.377634	0.622366	570	916	915	541	0	0	2942
2	237298074	237304343	GRMZM2G452178	0.516829	0.483171	1493	1555	1474	1747	0	0	6269
2	237309475	237311806	GRMZM2G452121	0.342342	0.657658	400	724	809	398	0	0	2331
2	237439486	237440193	GRMZM2G345189	0.468175	0.531825	143	159	217	188	0	0	707
2	237433241	237435851	GRMZM2G345270	0.363218	0.636782	462	797	865	486	0	0	2610
2	237437038	237438964	GRMZM5G827174	0.299585	0.700415	316	672	677	261	0	0	1926
2	237457757	237460071	GRMZM5G836990	0.350908	0.649092	392	760	742	420	0	0	2314
2	237484583	237489011	GRMZM2G008058	0.562105	0.437895	1185	953	986	1304	0	0	4428
2	237492352	237493666	GRMZM5G803888	0.421613	0.578387	306	364	396	248	0	0	1314
2	237541841	237545768	GRMZM2G094664	0.544945	0.455055	1086	828	959	1054	0	0	3927
2	237549332	237550363	GRMZM5G848503	0.396702	0.603298	230	318	304	179	0	0	1031
2	237551299	237551802	AC208610	0.409543	0.590457	86	197	100	120	0	0	503
2	237566350	237571361	GRMZM2G396357	0.540212	0.459788	1361	1206	1098	1346	0	0	5011
2	237576483	237585429	GRMZM2G007715	0.605634	0.394366	3008	1802	1726	2410	0	0	8946
2	237596865	237598457	GRMZM2G368806	0.533920	0.466080	419	348	394	431	0	0	1592
2	237620513	237622122	GRMZM2G016677	0.371659	0.628341	287	470	541	311	0	0	1609
2	237638692	237642178	GRMZM2G016236	0.476190	0.523810	787	951	875	873	0	0	3486
2	237652145	237652534	GRMZM2G145289	0.208226	0.791774	39	156	152	42	0	0	389
2	237695428	237695543	GRMZM5G856606	0.443478	0.556522	30	35	29	21	0	0	115
2	237695428	237695543	zma	0.443478	0.556522	30	35	29	21	0	0	115
2	237737902	237739898	GRMZM2G470673	0.440381	0.559619	457	519	598	422	0	0	1996
2	237789994	237798039	GRMZM2G034572	0.516346	0.483654	2236	1901	1990	1918	0	0	8045
4	32432	63642	GRMZM2G000510	0.551041	0.442550	8549	6547	7265	8649	200	0	31210
4	30307	31922	GRMZM2G397651	0.383901	0.616099	359	500	495	261	0	0	1615
4	32394	33086	GRMZM2G397661	0.385838	0.614162	132	233	192	135	0	0	692
4	136666	140200	GRMZM2G000531	0.533390	0.466610	830	903	746	1055	0	0	3534
4	140231	141201	GRMZM2G000586	0.341237	0.658763	163	315	324	168	0	0	970
4	513059	515230	GRMZM2G018254	0.396131	0.603869	422	663	648	438	0	0	2171
4	609415	610871	GRMZM2G058868	0.476648	0.523352	349	424	338	345	0	0	1456
4	612257	614154	GRMZM2G359599	0.613073	0.386927	612	401	333	551	0	0	1897
4	693735	696086	GRMZM2G162200	0.471289	0.528711	579	645	598	529	0	0	2351
4	691409	693138	GRMZM2G162282	0.406015	0.593985	405	500	527	297	0	0	1729
4	767834	768922	GRMZM2G058394	0.384191	0.615809	210	340	330	208	0	0	1088
4	764402	766797	GRMZM2G058410	0.530271	0.469729	611	599	526	659	0	0	2395
4	806826	809172	GRMZM2G058370	0.599744	0.400256	667	467	472	740	0	0	2346
4	813499	814212	GRMZM2G058279	0.475456	0.524544	146	212	162	193	0	0	713
4	829954	831937	GRMZM2G073823	0.325265	0.674735	308	614	724	337	0	0	1983
4	824379	826917	GRMZM5G819212	0.609141	0.390859	686	497	495	860	0	0	2538
4	827078	829015	GRMZM5G895672	0.438307	0.561693	375	533	555	474	0	0	1937
4	836060	838337	GRMZM2G073779	0.381643	0.618357	399	715	693	470	0	0	2277
4	832521	834778	GRMZM2G073805	0.372175	0.627825	391	735	682	449	0	0	2257
4	839964	841259	GRMZM5G868355	0.480309	0.519691	287	370	303	335	0	0	1295
4	842616	845668	GRMZM2G163427	0.451507	0.548493	647	814	860	731	0	0	3052
4	909818	910535	GRMZM5G803334	0.361227	0.638773	125	245	213	134	0	0	717
4	908740	909812	GRMZM5G857620	0.425373	0.574627	193	371	245	263	0	0	1072
4	910830	913369	GRMZM6G911845	0.515557	0.445057	643	544	586	666	100	0	2539
4	1047703	1049443	GRMZM2G122073	0.381034	0.618966	339	580	497	324	0	0	1740
4	1064159	1065085	GRMZM2G145725	0.521598	0.478402	210	210	233	273	0	0	926
4	1070863	1074039	GRMZM2G164224	0.549748	0.450252	808	762	668	938	0	0	3176
4	1078095	1078409	GRMZM2G164225	0.550955	0.449045	93	61	80	80	0	0	314
4	1081799	1082256	AC188003	0.518600	0.481400	109	118	102	128	0	0	457
4	1081916	1094325	GRMZM2G308369	0.559110	0.416714	3401	2720	2451	3537	300	0	12409
4	1083009	1083728	GRMZM2G415161	0.463143	0.536857	170	192	194	163	0	0	719
4	1095457	1097673	GRMZM2G008369	0.532040	0.467960	576	597	440	603	0	0	2216
4	1152493	1154116	GRMZM2G082544	0.399261	0.600739	378	445	530	270	0	0	1623
4	1192422	1192958	GRMZM2G534826	0.307836	0.692164	79	194	177	86	0	0	536
4	1225602	1228726	GRMZM2G176437	0.500640	0.499360	840	782	778	724	0	0	3124
4	1223788	1224979	GRMZM2G475505	0.340890	0.659110	186	370	415	220	0	0	1191
4	1222987	1223726	GRMZM2G475521	0.350474	0.649526	139	236	244	120	0	0	739
4	1256812	1261229	GRMZM2G308860	0.501698	0.498302	1117	1111	1090	1099	0	0	4417
4	1252637	1254043	GRMZM6G617209	0.382646	0.617354	268	425	443	270	0	0	1406
4	1269235	1270428	GRMZM2G048136	0.543168	0.456832	332	246	299	316	0	0	1193
4	1263664	1265446	GRMZM5G843972	0.605499	0.338384	532	335	268	547	100	0	1782
4	1274852	1275829	AC204621	0.331627	0.668373	149	319	334	175	0	0	977
4	1299465	1300871	GRMZM2G349791	0.407539	0.592461	278	398	435	295	0	0	1406
4	1463947	1466229	GRMZM2G015232	0.384750	0.615250	472	721	683	406	0	0	2282
4	1487076	1490436	GRMZM2G107082	0.552679	0.447321	1014	773	730	843	0	0	3360
4	1491875	1495670	GRMZM2G107239	0.601054	0.398946	1006	772	742	1275	0	0	3795
4	1499425	1500494	GRMZM2G107286	0.448082	0.551918	258	286	304	221	0	0	1069
4	1498054	1499142	GRMZM5G854334	0.543199	0.456801	269	213	284	322	0	0	1088
4	1513617	1514184	GRMZM2G107302	0.495591	0.504409	139	134	152	142	0	0	567
4	1553767	1556575	GRMZM2G455909	0.490029	0.509971	650	719	713	726	0	0	2808
4	1873581	1875341	GRMZM2G455321	0.461364	0.538636	429	437	511	383	0	0	1760
4	1915880	1922171	GRMZM2G311664	0.540614	0.459386	1797	1570	1320	1604	0	0	6291
4	1940773	1946420	GRMZM2G013170	0.537808	0.444484	1425	1304	1206	1612	100	0	5647
4	1987655	1991700	GRMZM2G033544	0.606675	0.393325	1173	777	814	1281	0	0	4045
4	1996896	1999475	GRMZM2G457287	0.575029	0.424971	714	530	566	769	0	0	2579
4	2032088	2033820	GRMZM2G131508	0.437644	0.562356	363	488	486	395	0	0	1732
4	2037053	2037579	GRMZM2G702316	0.608365	0.391635	144	109	97	176	0	0	526
4	2048275	2051645	GRMZM2G131442	0.483680	0.516320	774	887	853	856	0	0	3370
4	2054499	2055867	GRMZM2G431856	0.364766	0.635234	276	416	453	223	0	0	1368
4	2060576	2061510	GRMZM2G131409	0.432548	0.567452	182	270	260	222	0	0	934
4	2065014	2065903	GRMZM2G416808	0.523060	0.476940	227	235	189	238	0	0	889
4	2075294	2077026	GRMZM2G178046	0.386836	0.613164	327	507	555	343	0	0	1732
4	2081013	2089831	GRMZM2G478238	0.558176	0.441824	2748	1936	1960	2174	0	0	8818
4	2116634	2122722	GRMZM2G057450	0.554862	0.445138	1871	1373	1337	1507	0	0	6088
4	2233261	2234170	GRMZM2G067485	0.501650	0.498350	227	225	228	229	0	0	909
4	2260621	2261558	GRMZM2G174562	0.489861	0.510139	222	248	230	237	0	0	937
4	2266882	2309161	GRMZM5G870184	0.526077	0.455001	11143	9194	10043	11099	800	0	42279
4	2301222	2331396	GRMZM5G815098	0.536886	0.456486	8011	6598	7176	8189	200	0	30174
4	2314911	2315525	GRMZM5G847669	0.434853	0.565147	148	173	174	119	0	0	614
4	2385905	2388150	GRMZM2G171036	0.462361	0.537639	518	680	527	520	0	0	2245
